ingresos_ventas,activos,utilidad_neta,liquidez_corriente,ruc,certificada,nombre
1832781.48,199571.91,27884.3,2.08,2490001657001,0.0,NIETOLAB S.A.
49992.47,1660657.91,-3412.03,15.01,0992624728001,0.0,ESPECIES DE LA COSTA S.A. COSTAESPEC
368877.21,4474291.66,4197.1,0.06,0992629886001,0.0,INCAPUBA CIA. LTDA.
379464.5,883485.23,-110738.11,2.86,0992636777001,0.0,RAPASINC S.A.
564117.9,693933.36,22285.72,0.47,0992617500001,0.0,CAMARONCORP S.A.
81040674.79,114072033.03,6160321.3,1.2,0992721138001,1.0,LIMBOMAR S.A.
676085.13,579147.62,2440.86,5.34,0791751535001,0.0,ROHECAM S. A.
1826779.77,2473147.46,4270.0,0.77,0791746876001,0.0,PROMARPA S. A.
1771018.85,1583637.91,70054.46,1.24,0992746823001,0.0,TIBALLOSA S.A.
2376203.92,5132789.45,38335.77,1.05,1391791143001,0.0,BIOCULTIVOS DEL NORTE BIODELNORT S.A.
557959.91,421888.35,1947.29,0.32,0992748249001,0.0,GIORNALE S.A.
507551.28,228555.21,-31743.83,0.52,0791754534001,0.0,ACUILOAIZA S.A.
904184.9,415837.48,5964.32,0.46,0791753872001,0.0,CAMANDUL S.A.
343855.47,101490.47,15180.99,0.0,0992728973001,0.0,COMERCIALIZADORA GUERRERO S.A. COMGUERSA
1210655.3,381560.87,46799.44,0.69,0791753597001,0.0,CAMARONERAS AGUIRRE CAMAGUIRRE S.A.
223820.0,84105.69,914.26,374.59,0791753546001,0.0,CAMARONERA TRES HERMANAS CAMTREHER S.A.
2553097.4,1697708.73,-222761.25,0.16,0791754801001,0.0,CAMPANT KM-13 S. A.
1289421.21,2412446.42,19763.96,0.41,0791753813001,0.0,AGRIMARINE S.A.
21322653.93,10334897.14,926746.69,1.2,0791758890001,0.0,NM & ASOCIADOS S.A.
20.0,400.0,3.9,0.0,0791758610001,0.0,GLAMASUR CIA. LTDA.
115748.66,217920.63,-929.02,1.18,0791758335001,0.0,ACUIDALI S.A.
220607.44,193095.83,35422.58,1.08,0791758319001,0.0,CRUSTANOCEAN S.A.
325219.03,368120.61,32020.38,0.27,0791758297001,0.0,ACUIFRESH S.A.
1260421.62,2295914.99,-67540.17,0.2,0791756847001,0.0,NESEGO S.A. NEGOCIOS SEGARRA GOSSAIN
2568057.07,1782820.75,114363.82,2.0,0992754486001,0.0,NERYCORFERSA S.A.
212087.52,2736275.28,55224.31,0.33,1792365198001,0.0,FREDDYSHRIMPS CIA. LTDA.
6588520.49,985291.65,97233.3,0.69,0791760283001,0.0,TORRICHELY S.A.
9047047.93,9962929.92,444033.23,1.04,0791759625001,0.0,BIOALAMOS S.A.
677409.33,877968.08,-318276.51,0.54,1191746143001,0.0,IPYCA EXPOCAMARON CIA. LTDA.
37175808.42,22483787.12,1000683.14,0.91,0791759986001,0.0,COSTAMARKET S.A.
178658.61,494997.48,1104.5,2.01,1792107938001,0.0,EXPOCAMARON S.A.
8350.0,445826.28,0.0,0.17,1792109272001,0.0,CAMARONERA MARPUSI CIA. LTDA.
2625941.68,4695761.6,76847.05,0.9,1792204216001,0.0,COMPAÑIA AGROINDUSTRIAL Y DE RECURSOS ACUICOLAS CAMRAM S.A.
260582.88,457159.95,4184.8,1.04,1792192323001,0.0,PROCULCAM-ECUADOR CIA.LTDA.
528064.25,267598.27,0.0,1.065,0992859148001,0.0,LANGOECUEXPORT S. A.
749439.88,304890.43,-5186.98,0.91,0791761352001,0.0,CAMARES CIA. LTDA
120.0,920.0,120.0,383.33,0992787791001,0.0,MARAJ S.A.
100.0,198484.33,5.0,0.0,0791761514001,0.0,COMPAÑIA SAMACAN S.A.
7506289.81,15067462.88,26375.92,0.77,0791768209001,0.0,CAMARONERA CAMANMOR S.A.
1974091.16,5443466.5,-337397.75,0.53,0791760720001,0.0,SHRIMPCAMERON S.A.
23.16,497555.89,-18384.26,0.56,0992786280001,0.0,MARMILENIO S.A.
6155808.62,614001.05,78351.8,5.92,0992813512001,0.0,DISTRIBUIDORA PESQUERA MARINA S.A. DISPEMARSA
16994467.19,16276356.58,-206811.43,0.48,0992809183001,0.0,SABANETACORP S.A.
300313.22,107401.49,11477.27,1.98,0992790784001,0.0,COMPAÑIA DE INSUMOS PARA LA ACUICULTURA Y PECES INSULACUA S.A.
1939538.44,2131010.99,-129996.83,0.52,0791762324001,0.0,CAMARONERA AGUILAR CABRERA SALAZAR CIA. LTDA. CAMACSA
1257481.16,2374014.26,967970.53,1.33,0992834692001,0.0,FOODMARIN S.A.
598136.65,461176.23,24487.36,0.48,0791767768001,0.0,CAMARONERA OCEANMARTIN CIA. LTDA.
435835.84,183864.91,101.51,1.19,0791767229001,0.0,EXCABIO C. LTDA.
900646.81,286295.16,18736.7,1.96,0992832665001,0.0,CAROLGASA S.A.
182333.7,690899.02,0.0,0.95,0992828455001,0.0,ECUADORIAN SHRIMP COMPANY CIA. LTDA. ECSHICO
117867.38,10953.86,305.41,2.35,0791765862001,0.0,GRURAMOS CIA. LTDA.
119289.77,45840.0,149.27,1.14,0791765889001,0.0,CRUSTARAMOS CIA. LTDA.
98835.22,21093.25,3116.82,23.23,0791765897001,0.0,CAMARONERA ZOILO RAMOS CIA. LTDA.
9532887.57,20767107.2,671364.2,0.89,0791765196001,0.0,GODYA CIA. LTDA.
14861032.96,23834205.75,764689.44,0.41,0992856653001,1.0,BELLITEC S.A.
982806.71,2435940.02,26308.71,0.54,0791771811001,0.0,CAMARONERA CARMAVI S.A.
2887266.11,1336071.36,26429.99,1.05,1391815255001,0.0,AQUAMELARVAS S.A.
21669957.29,40218942.26,1113411.18,3.58,0992855177001,0.0,COMPAÑÍA ESHECLABRI S.A. CLABRISA
825726.87,402547.61,3291.2,0.9,0791770890001,0.0,PESQUERA ROBALO DOS ROSPES CIA. LTDA.
284851.2,200010.52,-19602.79,1.39,1391814496001,0.0,FEBACUA CIA. LTDA.
2533031.59,625710.13,98123.82,2.52,0992850663001,0.0,PROCAMAPES PRODUCTORES DE CAMARON PESANTEZ & ASOCIADOS S.A.
4868997.53,2828586.77,181956.71,1.35,0791770262001,0.0,LANGOSTINOS ACUIFARZ CIA. LTDA.
445076.13,546066.83,-79780.64,2.69,0791770270001,0.0,AQUAVI S.A.
6892831.96,8313310.38,502185.15,1.18,0992845465001,0.0,MENIER S.A.
18187160.49,17603035.89,1414608.66,1.1,0992839473001,1.0,LUKMAR S.A.
142283937.3,69501825.24,-3174607.39,1.01,0992838795001,0.0,PROCESADORA Y EXPORTADORA DE CAMARON PROCAMARONEX C. LTDA.
29560627.03,9568773.45,42665.75,0.66,0791768039001,0.0,EXPORTADORA DE CAMARON ECUATORIANO EXCAMECOR COMPAÑIA LIMITADA
218694.55,110944.15,5064.14,8.48,0791768306001,0.0,PRODUCTORA DE CAMARON BALAO PROCAMBAL COMPAÑIA LIMITADA
454507.38,4044445.46,-353113.16,1.19,1191752240001,0.0,COMPAÑIA PRODUCTORA DE CAMARON DE EL ALAMO PROCALAM S.A.
177567.51,2114336.97,2728.76,0.62,0992865377001,0.0,ZARKINSY S.A.
378.55,490876.94,192.12,6.01,0992874007001,0.0,BURCAPESCA S.A.
546781.08,800185.99,-95366.06,0.5,1391818815001,0.0,ACUICOLA MOBE ACUMOBE CIA.LTDA.
14400.0,151275.57,256.26,0.23,0791772699001,0.0,L'AQUILAG S. A.
1152839.66,476902.46,17756.33,0.61,0791773210001,0.0,CAMVAJA S.A.
1514531.58,632504.91,195751.6,1.91,0992865091001,0.0,IDEASERVI S. A.
3255059.05,928448.93,24523.83,0.58,0791772362001,0.0,AGRIMINGOLD S. A.
679281.5,298487.83,37201.89,1.35,1191717941001,0.0,PRODEXCAM S. A.
27144.0,800.0,0.0,0.0,0992921838001,0.0,PESQUERA VITERI& VITERI PEVIVISA S.A.
4047302.11,9107744.23,125151.79,0.7,0791775655001,0.0,SAFARIPLAYAS S.A.
316088.53,486965.16,581.29,0.1,0791775647001,0.0,CAMARONERA LOLITA MATILDE MATACA CIA.LTDA.
422556.86,432756.62,14901.37,0.07,0992906979001,0.0,RANCHOMAR S.A.
1232738.06,321648.89,53945.04,0.82,0791776333001,0.0,NOSTRAMAR S.A.
6897495.7,10186909.13,743760.24,0.84,0791774624001,0.0,ANGARSHRIMP S.A.
766596.69,1801933.34,97954.14,0.33,0992886021001,0.0,GALABALAO S.A.
1675.57,14800.0,0.0,0.0,0891745028001,0.0,CAMARONERAS JUDALEYPA CIA. LTDA.
40.0,800.0,0.0,0.0,0992876042001,0.0,MUVEIR S.A.
1295262.1,439429.64,-17998.36,0.0,0791773776001,0.0,ACUICOLA FEIPEN S.A.
56619.2,3196384.63,11189.53,0.99,0992877316001,0.0,CAMARON DE LA ISLA CHUPADORES ISLACHUP S.A.
3039832.24,475770.93,-16344.44,0.81,0992932716001,0.0,GRANDAQUA GRANDA & ASOCIADOS COMERCIALIZADORA GRANDAQUA S.A.
109588.48,430080.13,0.0,1.02,0791780462001,0.0,PRODUCAM C& L CIA.LTDA.
1503692.3,178826.38,38699.88,1.32,0992919507001,0.0,COMERCIALIZADORA DAGEREXPORTS S.A.
2107080.21,553379.41,65322.55,2.71,0992922389001,0.0,COMERCIALIZADORA RENGIFO & SANCHEZ PRODUCTOS DEL MAR RENSANMAR S.A.
1231542.58,3921916.56,-6316.89,0.24,0992923636001,0.0,BEAQUIR S.A.
46628.4,4310.4,2283.86,1.065,0992926627001,0.0,ACUICOLA Y PESQUERA AVILA & ASOCIADOS AVILPESCAM S.A.
1026445.53,592567.84,17138.71,1.35,1391764618001,0.0,ALFA & OMEGA S.A. ALOME
991614.25,581486.26,17376.46,1.05,0791787920001,0.0,LABORATORIO DE LARVAS DPKSUR S.A.
414019.54,336897.09,582.46,0.81,0791786614001,0.0,LANGOSTINOS ANKLAMARSA CHINININ ANGAMARCA S.A.
10743442.61,946346.93,428420.86,1.96,0992970650001,0.0,CORLAPROD S.A.
2169551.2,1215104.65,39914.2,0.88,0791784573001,0.0,OCEANAZUL S.A.
4432702.58,1538857.4,46596.74,0.78,0791782228001,0.0,JARCELMAR CIA.LTDA.
39483.43,106491.6,4442.66,1.065,0791781426001,0.0,CAMARONERA NOBLECILLA ROMERO NOROSHRIMP S.A.
654425.92,479153.91,73001.01,4.49,0992905123001,0.0,LANGOMARA S.A.
168961.71,350575.44,5523.72,0.07,0992906960001,0.0,PF-SHRIMP S.A.
1926361.54,2523641.7,26027.43,0.67,0992908092001,0.0,KRISMARESEAFOOD S.A.
753485.34,442263.75,11802.65,0.36,0791790034001,0.0,CAMADUTAR S.A.
1350011.1,492982.02,72286.73,1.69,1391856482001,0.0,LABORATORIO LARVI - MANTA ''LARVIMANTA'' S.A.
2357009.22,3723327.67,46400.76,0.65,0791797527001,0.0,LABORATORIO LARVAS DE CAMARÓN ''SHRIMP&LAB'' S.A.
134884.0,813934.78,84981.45,0.37,0791794560001,0.0,PRODUCCIÓN CABRERA AGUILAR Y COMPAÑIA CABACOMPA S.A.
20216.07,2000.0,0.0,1.065,0993027162001,0.0,FERPACIFICSEAWORLD AGRICOLA CAMARONERA CASTRO & SAMANIEGO SOCIEDAD ANÓNIMA
13336.0,72094.7,-38353.26,0.0,0993028304001,0.0,ACUICULTURA REPRODUCTORES Y NAUPLIOS CALISUR CALINAUPLIO S.A.
759467.89,2396082.63,0.0,0.43,0791793653001,0.0,NEGOCIOS ACUICOLAS SEMACU A&A SEMACU S.A.
20.0,53565.08,-26.66,10.86,0993021563001,0.0,INDUSTRIA CAMARONERA INCABRERSA S.A.
1027266.0,483470.62,66.05,1.34,0993022810001,0.0,CAMARONERA Y EMPACADORA SANFARMAR S.A.
3979070.05,5971999.4,-178917.53,1.68,0791792207001,0.0,CAMAGROMAR S.A.
372497.56,1141859.21,-132374.37,0.97,1191765628001,0.0,PRODUCTORA DE CAMARÓN PROCHACRAS CIA.LTDA.
323956.5,163318.36,11521.59,1.15,1391850263001,0.0,COMPAÑIA ACUICOLA GAMBENATTI S.A.
444395.42,210057.74,27924.67,2.76,0993006904001,0.0,AQUACHALEN S.A.
33804.4,67593.22,7121.46,0.16,0791805813001,0.0,EMPRESA CAMARONERA LOS CABOS EMPCABO S.A.
16800.0,17600.0,16740.0,293.33,0791804183001,0.0,STALIN SHRIMP STALINSHRIMP S.A.
415.0,1215.0,-93.3,1.64,0993105368001,0.0,PROFERCOR-AR S.A.
473382.74,1331801.61,32437.94,0.95,0791804663001,0.0,CAMULLAGUE CIA.LTDA.
19658.68,1431.28,492.4,0.0,0993086460001,0.0,MASTERCAMARON S.A.
2292118.9,3868657.86,10184.69,34.5,0791802385001,0.0,SANJUDASTADEO CAMARONERA S.A.
2599782.19,1172170.29,30047.7,0.49,0791802881001,0.0,ROSSCAMARONERA S.A.
2166560.86,986624.98,66407.87,1.61,0791802938001,0.0,ELCIEMAR S.A.
14483100.96,16398907.82,951889.41,0.36,0791801265001,0.0,CHENGYE CIA.LTDA.
1298302.07,868914.35,-271.2,0.74,0791801494001,0.0,PRODUCCIÓN LANGOSTINOS CAMARONERA PAGUA LANGOCAMPA S.A.
501723.21,180490.55,13055.0,0.88,0791801834001,0.0,NESDOMALI S.A.
38610.6,11960.53,4082.78,1.87,0791800714001,0.0,EXPOSHRIMP S.A.
5229029.38,5854331.13,20546.77,0.85,0791799155001,0.0,CAMARONERA PINGUINOS DEL MAR PINGUIMAR S.A.
473530.48,389779.86,-1801.72,0.45,0791799759001,0.0,PUNACUARIOS S.A.
6053486.38,4652545.47,25823.21,0.79,0993204986001,0.0,PRODUCTOS NATURALES DEL MAR PRONADMAR S.A.
903122.0,968274.85,10829.66,0.63,0791821703001,0.0,LARVAS DEL PACIFICO PACIFILAB S.A.
645633.0,255072.97,9801.34,1.08,0791821169001,0.0,LANGOSTINOS GOLD LANGOSGOLD S.A.
57966.88,43373.05,200.64,3.53,0993201863001,0.0,CRIADEROS Y EXPORTACIONES PARAISO CRIEXPAR S.A.
124126.15,137355.92,24590.34,0.35,0993187437001,0.0,AQUAMARCHICA S.A.
137301.78,140983.17,27996.4,1.26,0791809096001,0.0,JOTAFLAMINGO S.A.
50100.0,49942.66,-153.63,0.71,0791809398001,0.0,MARINATUM CIA.LTDA.
147146.3,1980.36,0.0,1.065,0992904054001,0.0,AQUAOCEANI S.A.
66014.57,100758.73,-1212.48,123.39,0993137359001,0.0,LEASALT S.A.
309797.0,273941.45,2831.56,6.76,0993138835001,0.0,EXPOJELIX S.A.
479284.24,469351.78,12259.04,1.27,0993139688001,0.0,ANGLERS SOUTH AMERICA ANGLERSA S.A.
574244.82,617545.05,82162.89,2.75,0791806526001,0.0,ACUICOLA ALVARITO ACUALVA C.LTDA.
3238855.82,2280193.54,505134.91,1.88,0993127663001,0.0,PRODUCCIONES ACUICOLAS STAR ACUINAT S.A.
1298302.07,868914.35,-271.2,0.74,0791807220001,0.0,GRUCAMPAGUA S.A.
748462.37,385020.43,51150.89,0.64,0791807360001,0.0,OCEANMOON S.A.
5739844.08,3048132.86,1561.56,0.97,0992900857001,0.0,PRODUACUICOLA S.A.
1580055.87,559320.78,62124.08,0.82,0992904895001,0.0,CAMARONES Y PESCA DEL ECUADOR CAMPEEC S.A.
179184.99,1612533.21,45766.01,0.1,0791776147001,0.0,ROCORMAR CIA.LTDA.
3139463.58,1786681.14,6850.51,1.05,0993239860001,0.0,LABORATORIO-CAMARONERA ''SEA&LAB'' S.A.
172976.89,561494.99,-42651.31,0.2,0993229725001,0.0,MULIANG S.A.
410.0,652.95,-147.05,0.0,0993231088001,0.0,CAMARONERA DONBRANGU S.A.
597621.84,1009509.31,13094.53,0.35,0993232742001,0.0,CAMARONES FRANANT DEPASCAM S.A.
11595010.37,15460100.51,374897.31,0.36,0993062057001,0.0,"CAMARONERA IMPORTADORA, EXPORTADORA HENGYANG CIA.LTDA."
3375616.69,1880174.45,1783.73,1.05,0993056189001,0.0,CULTIVOS SANTA ROSA CULSARO S.A.
18000.0,90710.77,0.0,0.54,0791777860001,0.0,PROBIOGEN S.A.
2165476.14,1572679.83,94733.21,0.43,0791778077001,0.0,CAMARONERA CAMMARBEN S.A.
96316376.61,44591794.2,717647.94,1.09,0992911956001,0.0,EXPORTADORA TOTAL SEAFOOD TOTALSEAFOOD S.A.
803399.1,392064.5,1010.53,0.65,0791789583001,0.0,LA MARAVILLA VIVANCELI CIA.LTDA.
557578.11,295663.07,7829.7,1.04,0992926902001,0.0,CAMARONERA LA COMARCA DCMC S.A.
259281.8,25815.33,12327.64,2.14,0992927305001,0.0,''AGRI&CAM'' S.A.
1419842.11,281853.49,10530.71,2.27,0992918322001,0.0,MARELUCSA S.A.
55555.56,174062.78,872.0,2.52,1391824998001,0.0,AGROPESQUERA LAGOSMAR ''AGROLAGMAR'' S.A.
12862.18,1186.08,0.0,2.39,0992913363001,0.0,DISTRIBUIDORA MEDINA & YAGUAL MEDIYAGUAL S.A.
1170503.33,1005443.96,17453.14,1.31,0791784484001,0.0,CAMARONERA DNC S.A.
1174288.5,483334.24,1632.72,1.01,0992961252001,0.0,ECUFRIENDLY S.A.
871802.05,2268918.06,-665361.89,0.7,0791784468001,0.0,CAMARONERA INVERSIONISTAS CAMARONEROS GOLD INVESCAMGOLD S.A.
3050551.85,4304345.68,23095.39,1.74,0992959177001,0.0,AGROPECURIA AQUA CAMARON AGROSEACOM S.A.
2315742.57,1035696.03,33576.08,1.0,0992954655001,0.0,FRUTAVIVA S.A.
23675037.9,2750996.88,10762.05,0.84,1391833008001,0.0,ROJAS & CEVALLOS EXPORTADORA CEVAROEX S.A.
523460.22,97202.41,20316.32,14.78,1391831617001,0.0,PESQUERA GOMEZ PROAÑO PESGOM S.A.
100172.79,7780981.5,45637.22,0.22,0190420442001,0.0,FANAQUA CIA.LTDA.
378999.04,15031120.75,87558.1,1.0,0992933011001,0.0,QUIRECPRO S.A.
1550453.17,369211.86,15071.27,1.21,0992933496001,0.0,MARISCOS Y CANGREJOS MARCANGRE S.A.
10329272.01,5413913.15,345636.53,0.0,0992936940001,0.0,AQUASALT S.A.
301040.0,414647.19,981.75,1.23,0791790786001,0.0,LUCATOSHRIMP C.LTDA.
334219.49,496103.28,1880.64,2.2,2490018789001,0.0,VALDAQUA S.A.
46282.0,27085.96,-35129.25,4.02,0993011851001,0.0,PACIFICLAB S.A.
3281136.16,3278052.11,34094.09,0.64,0791792169001,0.0,ALFASHRIMP S.A.
1440779.96,1681469.59,104253.81,1.74,0993003506001,0.0,LABORATORIO Y CAMARONERA WANBRI S.A.
442536.41,144720.22,28077.9,1.03,2490018487001,0.0,SHRIMP & FISH - AQUACULTURE SERVICES SHRIMPFISH S.A.
2130432.85,940742.06,10081.74,1.34,0993010316001,0.0,LABORATORIO MEGA CRIA MAKROLAB S.A.
9609197.81,7234024.28,711347.46,2.09,0791791634001,0.0,XIN-REN CIA.LTDA.
1068425.25,913557.33,19843.65,1.69,0992998490001,0.0,CULTIVOS MARINOS CULMARINSA S.A.
10155770.05,7703443.68,950810.49,0.69,0992995505001,0.0,CAMARONERA NOVILLOS CAMANOVILLOS S.A.
117514.0,359386.16,9146.12,0.0,0992996455001,0.0,ACUACULTURA VALENCIA ACUAVALEN S.A.
16152197.99,22907635.56,-1519767.91,0.44,0993000019001,1.0,CAMARONERA SUPRACAMARON ECUADOR ECUASUPRA S.A.
1291418.19,246018.81,-1258697.8,1.17,0992990023001,0.0,FRESH-SEA S.A.
1182279.75,94810.37,-1127907.0,1.52,0992991143001,0.0,MAR&FINSHING S.A.
1386521.59,119741.93,-1341843.8,1.42,0992991399001,0.0,FISHING-SHRIMP S.A.
73791.63,1228558.49,29459.07,1.4,0992993944001,0.0,CAMARONERA BALAO CAMBALASA S.A.
9525990.54,9930918.64,738142.01,0.41,2490017138001,0.0,LABORATORIO-ACUATECSA ACUACULTURA & TECNOLOGIA S.A.
842130.19,673726.3,-3252.0,0.78,0992989297001,0.0,IMPORTACIONES AGROINDUSTRIALES ACUICULTURA ACUIMPO S.A.
9078970.77,9291503.84,-634949.74,0.88,0992982004001,0.0,ECUADORIANSHRIMPS S.A.
551635.42,121453.09,1789.07,1.25,0992985801001,0.0,INSUMOS PARA EL CAMARON INCAMAROSA S.A.
6599864.58,11555566.74,371573.62,1.71,0992991194001,0.0,CAMARONERA CAMAVIOSIL S.A.
588364.63,971189.41,1854.3,0.57,0992975865001,0.0,EMPREACUA S.A.
262191.4,1137221.85,3990.33,1.065,0791786150001,0.0,LANGOSTIORO S.A.
71240.66,359393.65,576.17,1.065,0791786363001,0.0,CAMARGOLD S.A.
1946845.44,1536883.13,62542.27,0.67,0993054070001,0.0,CAMASHRIMP S.A.
729298.96,221272.01,3803.69,0.88,0993054135001,0.0,CAMAHUMBER S.A.
3524.24,22688.51,450.07,1.12,0993052280001,0.0,SOLUCIONES ACUICOLAS SOLUACUICOLAS S.A.
217400.23,3931663.38,-857115.51,2.01,0993049921001,0.0,VAVIL&CORP S.A.
1734186.47,450830.26,73367.71,2.78,2490020708001,0.0,CIAPROLARCAM S.A.
1107752.81,305851.55,-576486.8,0.0,0993051691001,0.0,AQUA-HOA S.A.
1.0,2071406.7,-0.25,3.59,1391859945001,0.0,CABALMARON S.A.
318.64,2498943.04,318.64,11.19,2490020325001,0.0,CULTIVOS DEL PACIFICO CULTIPACFSA S.A.
262555.04,78000.0,173572.9,1.06,2490020236001,0.0,NEPTUNOLAB S.A.
12310.36,327777.38,7866.76,1.065,0993032247001,0.0,GOLDSHRIMP S.A.
2890458.01,1486062.02,-66457.94,0.7,0791795710001,0.0,CAMARONERA DEL MAR GRUCAMDEMAR S.A.
9248554.25,11695130.19,79002.9,0.59,0993035610001,0.0,FAISPAA S.A.
3777591.89,6412622.19,191384.48,0.29,0993035564001,0.0,FAJARDOSLAB S.A.
8122846.1,10264618.19,446401.02,0.69,0993035572001,0.0,IPFACA S.A.
78260.84,1740.8,78.59,2.01,0993026956001,0.0,VALDILARVA S.A.
10355413.11,3484371.21,268695.78,1.26,0791796369001,0.0,GOLDCAMARON C.LTDA.
1205614.46,2368474.39,34095.47,1.33,0791795389001,0.0,ACUICOLA MAR&TIERRA S.A.
866372.22,715179.1,315.33,2.58,1391851863001,0.0,CAMARONERA VERDUGA VERDUCAM S.A.
67400996.44,102740423.9,6049812.97,1.02,0993036366001,1.0,GODPROEX PRODUCTORA Y EXPORTADORA S.A.
211480.78,514020.79,7860.18,0.47,0993025682001,0.0,COMPAÑIA CAMARONERA DE LA BAHIA CHLG S.A.
957608.41,110699.46,-905714.14,1.72,0993025941001,0.0,SUPPLY-FISHING S.A.
3463573.66,2819807.83,-246755.57,1.2,0993017787001,0.0,CAMAPEX S.A.
4061897.43,715118.94,200937.29,7.03,2490019157001,0.0,TECNOLOGIAYSERVICIOSTECSERV S.A.
163035.68,185414.78,0.0,1.065,0993019526001,0.0,AQUADEX CIA.LTDA.
30522663.45,41218709.0,5119765.34,3.73,0993021156001,1.0,GREENTRAILCORP CIA.LTDA.
26225.21,1359604.42,16611.28,0.0,0993025526001,0.0,DICARJO S.A.
2094747.94,1578960.29,80745.27,0.99,0993016691001,0.0,VIACUA S.A.
6017658.17,13005612.18,-36714.18,0.21,0993059463001,0.0,CAMARONERA MARCRESCI MARCRESCISA S.A.
7386.86,243594.47,-0.6,5.41,0993059358001,0.0,SANOLMEDO CIA.LTDA.
1043621.62,494951.24,9361.04,0.35,1191768767001,0.0,CAMARONERA CASTILLO PIEDRA CASPIEMAR CIA.LTDA.
17394240.56,20567536.18,1751923.19,1.98,0993063436001,0.0,INTEDECAM S.A.
1406950.07,708143.79,42118.0,1.96,0993100900001,0.0,PLUSLARVA S.A.
1783829.74,182253.26,15801.01,24.81,0993100846001,0.0,COMERCAITM S.A.
3752679.81,5948756.59,-252633.74,1.7,0993101842001,0.0,CAMARONERA ALGARROBOCORP S.A.
558888.0,170695.82,25452.37,1.29,0791803454001,0.0,TAYAMBRO S.A.
197602.74,922427.31,7759.48,20.08,0993085294001,0.0,BUBBA S.A.
113486.2,52574.21,1083.01,1.54,2490023596001,0.0,INDUSTRIA CAMARONERA VIGORMAR - IVAC S.A.
184661.49,164781.22,1983.11,2.53,1391873530001,0.0,CAMARONERA NESTOR ALCIVAR GARO S.A.
129458.8,30541.75,6252.12,5.27,2490022956001,0.0,REYDAMARSALAB S.A.
311494.0,57850.16,16187.85,1.59,1391869770001,0.0,LABORATORIO DE LARVAS MER-MAR LABPED S.A.
806400.1,1071277.8,847.41,0.77,0993096687001,0.0,CAMARONERA COMERCIALIZADORA Y PRODUCTORA CONCAMARON S.A.
606956.08,1591654.35,-65657.35,20.97,0993085847001,0.0,RENCAMM S.A.
438918.4,968134.18,9855.03,0.87,0791801354001,0.0,WORLDCAST S.A.
140000.0,941465.87,-16990.51,0.12,0993076317001,0.0,ACUICOLACAM S.A.
121766.67,85969.57,34709.93,68.17,0993066435001,0.0,ACUICOLA ASAN & CHERREZ ASACHER S.A.
10668.68,13449.0,0.0,1.065,0993066222001,0.0,COMPAÑIA COMERCIALIZADORA ACUEMAR&CORTEZ HIJOS SOCIEDAD ANÓNIMA
649739.8,868061.78,-502189.39,3.36,1191768988001,0.0,PRODUCTORES DE CAMARON GALLO & VALDIVIESO PROCAMGAVA CIA.LTDA.
2135543.41,838547.59,17851.13,1.63,2490021712001,0.0,INDUSTRIA CAMARONERA CONSTAMAR-IVAC S.A.
1459074.29,2019424.67,-261098.67,0.35,0993148040001,0.0,PACIFCAMARON S.A.
1759570.07,498000.26,16402.9,1.0,0993151386001,0.0,SEVERFLO S.A.
3158849.57,2237730.28,-9008.56,0.36,0993131393001,0.0,CAMARONERA DOÑAREQUE S.A.
861980.15,824961.01,4662.46,0.55,0993135275001,0.0,BUBBALAB S.A.
6577183.23,794431.63,203880.25,2.16,1391880960001,0.0,ALFICAMARONES S.A.
15.0,258772.84,0.0,0.0,0791806674001,0.0,PRODUCTOR DE CAMARÓN INTENSIVO PROCAMINT S.A.
11395649.09,30870398.49,-2871376.96,0.35,0993125237001,0.0,SEAGATE C.L.
415768.64,173751.87,6663.99,0.87,2490025343001,0.0,ACUAMECK S.A.
774365.47,499190.44,257017.05,6.18,0993126772001,0.0,MEGABRILLO S.A.
552175.0,879372.57,-47653.26,2.13,0993132187001,0.0,NAUPLIOSLAB CIA.LTDA.
824738.36,721225.06,108634.34,4.5,1391878850001,0.0,''ACUITORMU'' S.A.
130560.0,533029.9,130409.82,0.0,0993128554001,0.0,GRUCAENSA S.A.
6277156.66,6429130.52,110574.3,0.49,0190458032001,0.0,PRODUCTORES&CAMARON S.A.
3066415.13,13533830.95,-229591.24,0.21,0791805600001,0.0,CAMINMARS CIA.LTDA.
7915701.86,7850981.16,-509105.39,0.55,0993118044001,0.0,CAMARONERA LAS DELICIAS CAMDELICIAS S.A.
142512.33,73004.07,55.93,4.65,1391876572001,0.0,EMPRESA AGROINDUSTRIAL Y COMERCIAL EMAGROCOM S.A.
186660.3,382891.39,5294.67,0.24,0993121908001,0.0,PRODUCTORES LUISALBA S.A.
2254755.83,1016316.33,1218.74,0.84,0993119598001,0.0,CAMAGUYCA S.A.
50.0,810.68,0.0,75.9,0993120502001,0.0,OCEANOS FRESCOS DEL ECUADOR OCEANFRESCUA S.A.
1070749.14,243188.95,28666.21,12.16,0791806046001,0.0,DAKAOR S.A.
201524.0,125983.52,0.0,0.0,0791806127001,0.0,PERPACO PRODUCCION PERPACOPRODUCCION CIA.LTDA.
112315.01,470208.49,25201.99,0.52,0993123722001,0.0,SHRIMPDANY S.A.
286605.85,381933.96,20741.59,0.41,0891767870001,0.0,ACUAGAN S.A.
11656009.8,6497138.34,357193.86,0.42,0993112569001,0.0,ACHIBROS S.A.
