cia_imvalores,ingresos_ventas,activos,patrimonio,utilidad_an_imp,impuesto_renta,n_empleados,ingresos_totales,utilidad_ejercicio,total_gastos,ruc,certificada
0.0,109588.48,430080.13,11615.64,0.0,0.0,4.0,109588.48,0.0,66997.18,0791780462001,0.0
0.0,1503692.3,178826.38,80858.89,49615.23,10915.35,6.0,1503692.3,58370.86,101494.47,0992919507001,0.0
0.0,2107080.21,553379.41,194730.75,0.0,25403.22,4.0,2107080.21,106736.2,146098.83,0992922389001,0.0
0.0,165025.1,1108556.38,279520.25,0.0,2342.75,1.0,174011.48,-58484.66,70319.54,0992891173001,0.0
0.0,71378.84,254590.22,-54018.21,41915.44,627.24,1.0,71378.84,41915.44,29463.4,0992892064001,0.0
0.0,1026445.53,592567.84,358818.58,21972.71,4834.0,5.0,1026445.53,25850.25,130846.4,1391764618001,0.0
0.0,991614.25,581486.26,65424.81,0.0,6432.25,16.0,1011203.67,0.0,245024.02,0791787920001,0.0
0.0,10743442.61,946346.93,480760.38,428420.86,0.0,28.0,10743442.61,428420.86,2898856.3,0992970650001,0.0
0.0,101278589.58,7209203.71,595927.12,67030.15,22244.4,288.0,101306051.04,78859.0,1918093.65,1391832966001,0.0
0.0,654425.92,479153.91,372566.06,97334.68,24333.67,3.0,654425.92,114511.42,0.0,0992905123001,0.0
0.0,1350011.1,492982.02,97270.27,96382.31,24095.58,13.0,1350011.1,113390.95,340914.99,1391856482001,0.0
0.0,0.0,696.58,293.25,0.0,0.0,4.0,0.0,-74.09,74.09,0791797136001,0.0
0.0,0.0,800.0,740.0,0.0,60.0,4.0,0.0,0.0,0.0,0791796032001,0.0
0.0,20.0,53565.08,50799.88,-26.66,0.0,3.0,20.0,0.0,46.6,0993021563001,0.0
0.0,1027266.0,483470.62,138000.35,5010.25,4944.2,2.0,1027266.0,5010.25,520009.08,0993022810001,0.0
0.0,3979070.05,5971999.4,480360.72,-177234.76,0.0,48.0,3979070.81,-177234.76,177521.23,0791792207001,0.0
0.0,0.0,180981.33,32623.82,0.0,0.0,4.0,0.0,0.0,0.0,0993012084001,0.0
0.0,323956.5,163318.36,32380.52,14915.27,3393.68,7.0,323956.5,17547.37,30537.96,1391850263001,0.0
0.0,0.0,818.23,682.84,0.0,0.0,4.0,0.0,-126.24,126.24,0791791340001,0.0
0.0,444395.42,210057.74,153014.11,35800.86,7876.19,4.0,444395.42,35800.86,33161.04,0993006904001,0.0
0.0,16800.0,17600.0,17540.0,16740.0,0.0,2.0,16800.0,16740.0,60.0,0791804183001,0.0
0.0,415.0,1215.0,476.28,0.0,60.0,1.0,415.0,-33.3,448.3,0993105368001,0.0
0.0,0.0,10260.44,6396.44,0.0,0.0,4.0,0.0,0.0,0.0,0993105627001,0.0
0.0,0.0,764.64,734.57,0.0,0.0,3.0,0.0,0.0,0.0,0791803616001,0.0
0.0,2292118.9,3868657.86,857168.86,0.0,6819.19,10.0,2292118.9,17614.52,604848.38,0791802385001,0.0
0.0,2166560.86,986624.98,221893.41,79404.57,25659.19,20.0,2166560.86,93417.14,146557.19,0791802938001,0.0
0.0,2090085.34,345245.53,114708.11,0.0,0.0,4.0,2090085.34,10717.81,895203.97,0993081426001,0.0
0.0,38610.6,11960.53,5582.78,4328.89,246.11,2.0,38610.6,4328.89,1347.83,0791800714001,0.0
0.0,0.0,2760.15,1749.98,-1010.17,0.0,4.0,0.0,-1010.17,0.0,1792814669001,0.0
0.0,668801.57,1213187.96,-1522.08,0.0,12121.43,8.0,671407.83,0.0,104238.59,0791821738001,0.0
0.0,645633.0,255072.97,22146.49,12565.82,2764.48,4.0,645633.0,14783.32,36231.54,0791821169001,0.0
0.0,57966.88,43373.05,1000.64,200.64,0.0,5.0,57966.88,236.05,29149.26,0993201863001,0.0
0.0,137301.78,140983.17,28796.4,29696.68,1700.28,8.0,137301.78,34937.27,102364.51,0791809096001,0.0
0.0,66014.57,100758.73,100244.4,-501.72,710.76,4.0,66014.57,3344.77,62669.8,0993137359001,0.0
0.0,309797.0,273941.45,103152.6,4033.56,887.38,2.0,309797.0,4744.88,236962.27,0993138835001,0.0
0.0,479284.24,469351.78,62259.04,0.0,0.0,4.0,479284.24,0.0,18507.49,0993139688001,0.0
0.0,0.0,106212.43,6113.08,0.0,0.0,5.0,0.0,0.0,199.02,0993141011001,0.0
0.0,574244.82,617545.05,213001.66,105337.04,23174.15,7.0,574244.82,123925.93,52852.05,0791806526001,0.0
0.0,3238855.82,2280193.54,1064534.41,505134.91,0.0,21.0,3238855.82,594276.36,346694.38,0993127663001,0.0
0.0,280.01,426885.55,-333845.92,-475.12,592.38,4.0,76030.69,3167.75,72862.94,0992950684001,0.0
0.0,3139463.58,1786681.14,1864.33,8874.17,0.0,5.0,3139463.58,10440.2,154811.45,0993239860001,0.0
0.0,0.0,376230.96,103057.52,-511054.96,0.0,1.0,681429.79,-511054.96,1192484.75,0993056707001,0.0
0.0,3375616.69,1880174.45,440033.93,0.0,0.0,24.0,3825608.98,2098.51,280471.4,0993056189001,0.0
0.0,650169.77,1033983.39,-16420.79,0.0,0.0,6.0,662914.54,0.0,401040.3,0992909641001,0.0
0.0,0.0,862.49,800.0,0.0,0.0,4.0,0.0,0.0,0.0,0992911484001,0.0
0.0,96316376.61,44591794.2,10209128.75,717647.94,0.0,460.0,106025087.05,844291.69,19031253.5,0992911956001,0.0
0.0,263875726.34,254950316.38,82186741.06,22691804.48,707853.11,248.0,264092588.89,26696240.61,26977547.51,0992926244001,0.0
0.0,557578.11,295663.07,66652.37,6655.25,1839.33,9.0,558963.15,7829.7,78943.38,0992926902001,0.0
0.0,259281.8,25815.33,13800.7,15804.67,3477.03,4.0,259281.8,15804.67,102931.35,0992927305001,0.0
0.0,1419842.11,281853.49,158210.52,0.0,3510.24,4.0,1419842.11,14040.95,36442.58,0992918322001,0.0
0.0,55555.56,174062.78,79597.68,1131.79,259.79,4.0,55555.56,1331.52,17189.79,1391824998001,0.0
0.0,12862.18,1186.08,807.37,0.0,0.0,3.0,12862.18,0.0,12862.18,0992913363001,0.0
0.0,0.0,7692.63,2670.89,0.0,60.0,5.0,0.0,0.0,0.0,0992915978001,0.0
0.0,188399.08,66873.23,14479.78,0.0,272.46,5.0,188399.08,3494.19,75283.54,1792664853001,0.0
0.0,1170503.33,1005443.96,737595.08,23374.85,5100.33,20.0,1180450.2,27499.82,95153.51,0791784484001,0.0
0.0,1174288.5,483334.24,27477.19,0.0,544.24,3.0,1175227.54,2561.13,404667.83,0992961252001,0.0
0.0,0.0,930055.0,272129.0,0.0,0.0,4.0,0.0,0.0,0.0,0992957581001,0.0
0.0,0.0,55649.09,800.0,0.0,0.0,4.0,0.0,0.0,0.0,0992958081001,0.0
0.0,3050551.85,4304345.68,806950.2,27171.05,4075.66,32.0,3050551.85,31965.94,210507.66,0992959177001,0.0
0.0,2315742.57,1035696.03,115390.36,62915.51,29339.43,15.0,2357712.43,74018.25,1061879.85,0992954655001,0.0
0.0,5330534.81,4807053.07,1033085.82,0.0,0.0,54.0,5342062.99,-236374.94,920859.34,0992955759001,0.0
0.0,523460.22,97202.41,92488.21,26046.57,5730.25,4.0,523460.22,30760.66,90858.2,1391831617001,0.0
0.0,378999.04,15031120.75,88358.1,87558.1,0.0,4.0,378999.04,87558.1,291440.94,0992933011001,0.0
0.0,1550453.17,369211.86,135688.86,23450.86,8379.59,14.0,1551746.65,27589.25,291134.51,0992933496001,0.0
0.0,301040.0,414647.19,2838.79,1309.0,327.25,7.0,301040.0,1540.0,102771.5,0791790786001,0.0
0.0,334219.49,496103.28,52910.88,2411.08,530.44,4.0,334219.49,2836.57,194053.94,2490018789001,0.0
0.0,46282.0,27085.96,24710.52,-32890.74,2238.51,10.0,46282.0,912.89,12615.3,0993011851001,0.0
0.0,0.0,14683.07,14574.41,0.0,0.0,1.0,0.0,0.0,0.0,2490018037001,0.0
0.0,1440779.96,1681469.59,1105640.11,146211.06,35873.25,10.0,1440779.96,167399.4,195429.54,0993003506001,0.0
0.0,442536.41,144720.22,26449.12,34661.68,6583.78,4.0,483429.27,30982.5,102860.36,2490018487001,0.0
0.0,2130432.85,940742.06,365794.3,20867.99,10786.25,16.0,2138041.56,24550.58,1083721.92,0993010316001,0.0
0.0,9609197.81,7234024.28,6605725.76,1159136.51,441184.31,4.0,9609197.81,1421612.24,88803.11,0791791634001,0.0
0.0,1068425.25,913557.33,87113.8,26458.21,6614.55,9.0,1068425.25,31127.3,0.0,0992998490001,0.0
0.0,1687.2,1327.55,210.65,0.0,0.0,2.0,1687.2,0.0,1850.0,1792713587001,0.0
0.0,1291418.19,246018.81,32899.69,-1247997.9,10699.9,6.0,1291418.19,50352.45,620.74,0992990023001,0.0
0.0,1182279.75,94810.37,41422.73,-1114366.1,13540.91,6.0,1182279.75,63721.93,13750.03,0992991143001,0.0
0.0,1386521.59,119741.93,44614.93,-1327238.8,14604.98,6.0,1386521.59,68729.31,862.89,0992991399001,0.0
0.0,0.0,859739.02,781885.97,-56490.96,0.0,1.0,508886.78,-56490.96,565377.74,0992994738001,0.0
0.0,73791.63,1228558.49,1147968.52,38058.97,8599.9,2.0,73791.79,38058.97,18043.78,0992993944001,0.0
0.0,2850263.5,1537830.96,-48604.67,13237.62,0.0,27.0,3121468.29,28431.78,633297.26,0992979763001,0.0
0.0,551635.42,121453.09,26511.56,0.0,504.6,4.0,551635.42,2698.44,132785.81,0992985801001,0.0
0.0,6599864.58,11555566.74,1280166.53,538631.13,171173.38,50.0,6661565.73,636589.01,547996.37,0992991194001,0.0
0.0,3524.24,22688.51,2801.47,0.0,60.0,3.0,3524.24,600.08,0.0,0993052280001,0.0
0.0,217400.23,3931663.38,1087009.11,-855967.65,1147.86,9.0,606756.53,-441826.6,192615.48,0993049921001,0.0
0.0,1734186.47,450830.26,317766.52,97823.62,24455.91,10.0,1734186.47,115086.61,163507.71,2490020708001,0.0
0.0,1.0,2071406.7,1096514.56,0.0,0.25,4.0,1.0,1.0,0.0,1391859945001,0.0
0.0,318.64,2498943.04,870945.45,318.64,0.0,4.0,318.64,318.64,0.0,2490020325001,0.0
0.0,0.0,186614.5,186554.5,0.0,60.0,4.0,0.0,0.0,0.0,0791797659001,0.0
0.0,54401.1,115593.01,115178.0,50750.9,415.01,5.0,54401.1,0.0,3650.2,2490020554001,0.0
0.0,0.0,21562.39,800.0,0.0,0.0,4.0,0.0,0.0,0.0,0993039640001,0.0
0.0,262555.04,78000.0,48000.0,173611.47,38.57,4.0,262555.04,173611.47,12500.0,2490020236001,0.0
0.0,0.0,239130.17,90376.27,0.0,0.0,3.0,0.0,0.0,0.0,1391855079001,0.0
0.0,78260.84,1740.8,878.59,800.0,721.41,1.0,78260.84,800.0,9738.25,0993026956001,0.0
0.0,10355413.11,3484371.21,751152.0,359630.67,50860.07,8.0,10355413.11,393296.62,95450.88,0791796369001,0.0
0.0,1205614.46,2368474.39,254459.07,0.0,11654.17,17.0,1205748.96,0.0,266227.12,0791795389001,0.0
0.0,866372.22,715179.1,20639.14,0.0,11756.16,2.0,866372.22,14220.12,87102.53,1391851863001,0.0
0.0,67400996.44,102740423.9,37511187.41,6030969.47,0.0,766.0,72426266.85,7095258.2,4255703.45,0993036366001,1.0
0.0,0.0,6007.64,5742.32,0.0,0.0,1.0,0.0,0.0,0.0,0993024996001,0.0
0.0,957608.41,110699.46,46321.3,-892874.8,12839.34,6.0,957608.41,68659.57,6372.98,0993025941001,0.0
0.0,242376.22,13397.13,8972.49,9906.05,2476.51,7.0,242376.22,11654.18,0.0,0993025968001,0.0
0.0,3463573.66,2819807.83,89133.72,0.0,0.0,32.0,3467709.61,0.0,116443.16,0993017787001,0.0
0.0,4061897.43,715118.94,619535.4,257611.91,56674.62,4.0,4061897.43,303072.83,501131.66,2490019157001,0.0
0.0,239405.44,58927.58,-44674.35,4038.57,3585.63,8.0,239405.44,4751.26,120551.9,1792744822001,0.0
0.0,0.0,2242447.78,55156.91,0.0,0.0,28.0,0.0,0.0,0.0,0993019186001,0.0
0.0,30522663.45,41218709.0,36751781.71,5119765.34,0.0,228.0,30561228.72,6023253.34,594419.97,0993021156001,1.0
0.0,0.0,351788.75,35936.3,112.89,0.0,3.0,119.82,112.89,6.93,0993019208001,0.0
0.0,7386.86,243594.47,85894.47,-0.6,0.0,2.0,7386.86,-0.6,1377.91,0993059358001,0.0
0.0,17394240.56,20567536.18,6765399.14,0.0,2467.66,111.0,17945523.26,2052533.94,447774.3,0993063436001,0.0
0.0,1406950.07,708143.79,165038.23,0.0,0.0,3.0,1406950.07,0.0,695769.9,0993100900001,0.0
0.0,1783829.74,182253.26,178535.38,21068.01,5267.0,4.0,1783829.74,24785.9,140856.11,0993100846001,0.0
0.0,3752679.81,5948756.59,5164408.19,-252633.74,0.0,43.0,3761358.94,-252633.74,89210.08,0993101842001,0.0
0.0,744.14,21027.71,12350.48,0.0,0.0,4.0,744.14,0.0,209.68,0993096938001,0.0
0.0,558888.0,170695.82,64150.25,34575.57,9123.2,7.0,558888.0,40677.14,217837.84,0791803454001,0.0
0.0,197602.74,922427.31,21944.58,10515.03,2755.55,2.0,197602.74,12370.62,64168.35,0993085294001,0.0
0.0,113486.2,52574.21,1867.47,1444.01,361.0,4.0,113486.2,1698.84,33030.31,2490023596001,0.0
0.0,184661.49,164781.22,154636.23,2619.37,636.26,5.0,184661.49,3081.61,30749.86,1391873530001,0.0
0.0,129458.8,30541.75,24753.42,0.0,1563.03,3.0,129458.8,85741.37,0.0,2490022956001,0.0
0.0,311494.0,57850.16,21572.23,20753.66,4565.81,6.0,311494.0,20753.66,98670.24,1391869770001,0.0
0.0,0.0,5854172.44,5850077.92,0.0,0.0,4.0,0.0,-456684.59,456624.59,0993079901001,0.0
0.0,606956.08,1591654.35,1515763.02,-65657.35,0.0,2.0,688395.75,-65657.35,112049.81,0993085847001,0.0
0.0,46041.08,451661.34,-23675.54,0.0,4214.88,4.0,46041.08,16859.53,29181.55,0993073148001,0.0
0.0,121766.67,85969.57,84756.27,34709.93,0.0,3.0,121766.67,34709.93,20555.09,0993066435001,0.0
0.0,649739.8,868061.78,498719.84,-494967.28,7222.11,11.0,649739.8,38576.28,121982.68,1191768988001,0.0
0.0,2135543.41,838547.59,31226.43,50694.8,32843.67,14.0,2135543.41,59640.94,416150.17,2490021712001,0.0
0.0,0.0,15029.85,13857.89,511.44,112.52,6.0,0.0,601.7,15783.74,1391864213001,0.0
0.0,3917033.64,1362640.6,499076.52,225440.16,56362.7,6.0,3917033.64,265223.72,392114.97,0993069337001,0.0
0.0,1759570.07,498000.26,128319.57,0.0,0.0,10.0,1759570.07,19297.53,752907.05,0993151386001,0.0
0.0,509080.49,62261.03,19132.57,18067.29,0.0,7.0,509080.49,21255.63,246337.18,1391883765001,0.0
0.0,4714749.65,4041965.01,105871.87,0.0,0.0,4.0,4723223.34,-23808.36,670865.25,1792936926001,0.0
0.0,6577183.23,794431.63,258615.32,271840.33,67960.08,3.0,6577183.23,319812.15,0.0,1391880960001,0.0
0.0,0.0,55440.67,2000.0,0.0,0.0,6.0,0.0,0.0,0.0,1391877676001,0.0
0.0,774365.47,499190.44,406024.53,342689.4,85672.35,9.0,774365.47,403164.0,70000.0,0993126772001,0.0
0.0,552175.0,879372.57,10015.36,-47653.26,0.0,17.0,561185.83,-47653.26,111122.0,0993132187001,0.0
0.0,824738.36,721225.06,285367.52,108634.34,0.0,4.0,824738.36,127805.11,113788.39,1391878850001,0.0
0.0,142512.33,73004.07,861.52,71.7,15.77,18.0,142512.33,81.48,0.0,1391876572001,0.0
0.0,50.0,810.68,800.0,0.0,0.0,2.0,50.0,-53075.64,0.0,0993120502001,0.0
0.0,1070749.14,243188.95,130694.96,42468.45,10617.11,8.0,1070749.14,49962.88,0.0,0791806046001,0.0
0.0,89035.13,171858.26,37145.63,0.0,890.54,2.0,89535.74,5122.62,84266.36,0993122661001,0.0
0.0,1818845.57,364590.03,233395.09,89990.01,22497.5,2.0,1818845.57,105870.6,170340.39,2490024681001,0.0
0.0,1394427.9,2770227.41,982113.01,291340.02,3342.75,16.0,1394427.9,342752.96,288862.24,1391872984001,0.0
0.0,1563859.36,491814.87,462982.83,124660.34,0.0,8.0,1563859.36,124660.34,75053.33,1391872992001,0.0
0.0,232135.99,44512.18,8519.72,0.0,3440.24,4.0,232135.99,5944.99,0.0,0791804493001,0.0
0.0,2564210.06,615691.82,255207.47,98003.58,24500.9,6.0,2564210.06,115298.33,215396.19,1391873735001,0.0
0.0,106636.28,47781.57,5315.02,4391.62,1163.63,11.0,106636.28,5166.61,6131.39,0791805155001,0.0
0.0,20567.09,45188.7,1299.71,640.66,140.95,6.0,20567.09,640.66,3342.96,0993214213001,0.0
0.0,513954.0,865335.07,19106.66,10279.08,0.0,3.0,513954.0,10279.08,0.0,2490032293001,0.0
0.0,0.0,112498.69,22220.72,0.0,0.0,1.0,0.0,0.0,0.0,2490032307001,0.0
0.0,1427532.4,1687859.23,365969.64,125296.88,31324.22,4.0,1427532.4,147408.09,0.0,1391903715001,0.0
0.0,0.0,7108.44,7071.77,-19662.75,0.0,6.0,0.0,-19662.75,8990.14,0993210668001,0.0
0.0,2866207.92,2012805.27,245190.84,0.0,28237.05,18.0,2869409.15,172666.32,1556401.47,2490032137001,0.0
0.0,100000.0,144648.75,131601.25,0.0,1047.5,3.0,100000.0,99131.7,868.3,0993195987001,0.0
0.0,4624761.92,9127651.58,8458689.83,52831.48,0.0,4.0,5215732.86,52831.48,160476.84,0791821096001,0.0
0.0,5659207.01,4073104.38,2790134.28,1736402.96,0.0,59.0,5659207.01,2042827.01,636064.52,0993188816001,0.0
0.0,2298640.7,9566677.35,7145865.59,552569.91,0.0,32.0,2298640.7,552569.91,1747149.56,0993192155001,0.0
0.0,8700.51,48332.51,27179.71,3989.33,1015.15,5.0,8700.51,4693.33,3990.49,0993193453001,0.0
0.0,522718.81,495756.33,70140.31,2689.29,0.0,21.0,522718.81,2689.29,157921.19,1792978149001,0.0
0.0,0.0,451922.93,435332.31,0.0,0.0,8.0,0.0,0.0,0.0,0993183164001,0.0
0.0,21161527.32,7620849.32,1145803.35,708682.3,177170.58,51.0,21161527.32,760079.55,1013870.11,0791819393001,0.0
0.0,3147234.21,256770.47,101358.56,66940.84,0.0,41.0,3147234.21,78753.93,3068480.28,0993184047001,0.0
0.0,17204887.7,12374785.94,7122458.97,2349285.79,0.0,126.0,17272794.66,2763865.63,305158.45,0993183857001,0.0
0.0,485888.66,99071.57,37582.05,-286842.13,62.21,16.0,486424.35,832.22,198339.14,0190471241001,0.0
0.0,0.0,1265131.4,660038.65,-227731.18,60.0,1.0,0.0,-227731.18,50986.36,0993238376001,0.0
0.0,340954.97,591065.78,15280.71,13225.99,2964.68,6.0,340954.97,15559.99,48059.71,0791825695001,0.0
0.0,295165.03,214538.12,129888.17,164649.01,35560.84,2.0,295165.03,193704.72,101460.31,0993238554001,0.0
0.0,19543.4,118258.13,-81573.06,-3506.24,60.0,5.0,19543.4,-3506.24,7059.21,1391911580001,0.0
0.0,92948.9,51678.25,1951.06,1151.06,253.23,4.0,103084.65,1151.06,60538.54,0791825059001,0.0
0.0,290428.22,496519.05,2410.16,3135.26,1525.1,4.0,290428.22,3688.54,108505.86,0993236438001,0.0
0.0,18318.88,119321.18,2165.47,0.0,385.13,4.0,18318.88,1750.6,16568.28,0791824753001,0.0
0.0,1165.0,937.51,933.49,10.11,2.22,4.0,1165.0,11.9,0.0,0993215651001,0.0
0.0,1543281.02,342344.82,143893.16,59891.65,16233.36,5.0,1543281.02,70460.76,86895.08,0791823099001,0.0
0.0,102046.5,75420.06,18153.09,10288.59,0.0,2.0,102046.5,10288.59,13019.47,1793011381001,0.0
0.0,8979.74,63449.02,3449.02,2509.02,60.0,4.0,8979.74,2509.02,0.0,0791841446001,0.0
0.0,1506669.58,453950.38,30962.04,0.0,0.0,16.0,1567437.45,0.0,601877.52,0993253103001,0.0
0.0,2450.0,911.68,103.4,-636.6,60.0,1.0,2450.0,-636.6,327.27,2490400640001,0.0
0.0,736287.27,510648.09,391075.71,15477.32,3774.25,2.0,736287.27,18208.61,284777.57,2490034342001,0.0
0.0,0.0,800.0,630.0,-170.0,0.0,4.0,0.0,-170.0,170.0,0993375281001,0.0
0.0,1047024.19,840849.93,97523.33,141284.6,26140.79,18.0,1047024.19,152720.36,132429.51,0993370334001,0.0
0.0,171691.42,67355.92,17805.24,11107.34,2302.1,3.0,171691.42,11107.34,35716.02,0993370039001,0.0
0.0,0.0,3977012.15,800.0,0.0,0.0,3.0,0.0,0.0,0.0,0993370140001,0.0
0.0,15000.0,202287.86,1101.36,301.36,0.0,4.0,15000.0,354.54,86.11,0791840617001,0.0
0.0,0.0,20493.6,20000.0,0.0,0.0,5.0,0.0,0.0,0.0,2390624754001,0.0
0.0,0.04,15171.59,440.0,0.0,60.0,4.0,0.04,0.0,0.0,0791840624001,0.0
0.0,0.0,1000.0,940.0,-60.0,0.0,2.0,0.0,-60.0,0.0,1793194128001,0.0
0.0,105890.0,26578.22,20896.64,21247.21,1104.37,3.0,105890.0,21247.21,3074.16,2490399278001,0.0
0.0,0.0,2000.0,1940.0,1000.0,60.0,2.0,1000.0,1000.0,0.0,0993372038001,0.0
0.0,134757.95,26723.11,26095.83,26951.59,1655.76,4.0,134757.95,26951.59,191.03,2490399391001,0.0
0.0,368591.0,500521.56,364683.09,368520.61,4637.52,3.0,368591.0,368520.61,70.39,0993370520001,0.0
0.0,369591.0,501547.56,365663.09,369520.61,4657.52,2.0,369591.0,369520.61,70.39,0993370522001,0.0
0.0,332135.9,79856.58,35935.52,1934.09,498.41,5.0,332135.9,2275.4,3105.39,0791827205001,0.0
0.0,0.0,1501228.41,800.0,0.0,0.0,8.0,0.0,0.0,0.0,0993250244001,0.0
0.0,568377.82,356546.87,22419.27,29447.66,910.97,10.0,570397.8,29986.73,407324.07,0993255564001,0.0
0.0,2145928.33,1366705.29,178680.66,0.0,21995.67,14.0,2145928.33,0.0,1603632.88,2490034350001,0.0
0.0,277706.1,31986.13,30123.05,0.0,0.0,4.0,277706.1,0.0,33.52,0993269026001,0.0
0.0,0.0,4531.02,1335.19,18.0,0.0,4.0,0.0,18.0,4212.0,0993272973001,0.0
0.0,0.0,71493.5,18964.19,0.0,0.0,3.0,0.0,0.0,14112.0,1391920113001,0.0
0.0,1073.0,6601.0,384.84,60.0,60.0,1.0,1073.0,60.0,1013.0,1793077668001,0.0
0.0,0.0,261.24,126.96,0.0,0.0,2.0,0.0,0.0,0.0,0993274771001,0.0
0.0,289639.95,380860.46,235156.76,139296.4,4579.49,2.0,290439.95,139296.4,151143.55,0993277789001,0.0
0.0,75887.95,68760.18,61728.28,48338.5,0.0,4.0,75887.95,48338.5,14747.28,0591758055001,0.0
0.0,467137.77,568596.15,25043.17,0.0,0.0,6.0,467137.77,0.0,17121.14,0791831105001,0.0
0.0,49750.3,28854.81,8450.93,7740.93,357.5,4.0,49750.3,7740.93,18331.17,2490035411001,0.0
0.0,133065.0,96986.15,40479.21,-46633.32,0.0,6.0,133065.0,-46633.32,164.88,0993261084001,0.0
0.0,288182.25,204036.33,14418.48,8612.03,4650.2,4.0,288182.25,10131.8,93746.02,0993261785001,0.0
0.0,238883.0,11775.3,7375.36,5823.19,3575.18,4.0,238883.0,5823.19,3106.51,0993259349001,0.0
0.0,3097.0,1253.62,1240.21,53.62,13.41,4.0,3097.0,53.62,459.38,0993260622001,0.0
0.0,2988338.74,1086311.61,301663.33,215662.18,0.0,12.0,2988338.74,253720.21,386806.54,1391914288001,0.0
0.0,0.0,5048.12,4987.7,0.0,0.0,5.0,0.0,0.0,325.63,1391914393001,0.0
0.0,91932.06,80208.83,65007.7,64321.55,159.71,10.0,91932.06,64321.55,27610.51,0791833671001,0.0
0.0,0.0,1060.0,1000.0,0.0,0.0,4.0,0.0,0.0,0.0,0791834376001,0.0
0.0,1317877.98,533409.49,33578.04,26943.13,0.0,5.0,1317877.98,31697.8,116986.32,0993317837001,0.0
0.0,79425.01,157887.79,102405.32,0.0,0.0,4.0,79425.01,0.0,9380.98,0791829003001,0.0
0.0,0.0,24089.05,-1956.43,0.0,0.0,4.0,0.0,0.0,0.0,0791829402001,0.0
0.0,726137.9,90532.3,46556.01,29251.23,6435.27,2.0,726137.9,34413.21,156803.58,0993273589001,0.0
0.0,0.0,3561.48,2219.91,0.0,0.0,4.0,0.0,0.0,0.0,1391916981001,0.0
0.0,1215044.13,8221742.21,-1143253.29,-759002.15,0.0,23.0,1221804.87,-759002.15,109693.59,0993266930001,0.0
0.0,0.0,1020.19,640.92,0.0,0.0,2.0,0.0,-160.0,810.0,2490035098001,0.0
0.0,0.0,2000.0,1940.0,-60.0,60.0,2.0,0.0,-60.0,60.0,1391916450001,0.0
0.0,1065195.46,319696.91,22463.61,0.0,9182.51,11.0,1065195.46,0.0,36371.86,0791829208001,0.0
0.0,84730.41,65956.38,43022.94,-35788.91,0.0,4.0,84730.41,49674.05,6718.56,1391918178001,0.0
0.0,792490.22,495251.23,23832.33,69263.63,15989.18,8.0,792490.22,81486.62,19641.82,0791831989001,0.0
0.0,1183796.84,1350902.14,383868.94,8028.13,2247.88,7.0,1183836.82,4588.45,12488.88,0791831792001,0.0
0.0,16800.0,17600.0,17540.0,16740.0,0.0,2.0,16800.0,16740.0,60.0,0791836336001,0.0
0.0,2108044.2,513112.87,212874.93,152484.55,0.0,5.0,2108044.2,179393.59,104456.58,1391920652001,0.0
0.0,6854604.41,2376618.49,175100.48,170308.1,47678.09,8.0,6854604.41,170308.1,23846.71,0791832888001,0.0
0.0,137200.0,5409.86,5349.86,2988.9,60.0,2.0,137200.0,2988.9,47802.99,0791833760001,0.0
0.0,130612.46,34316.46,8066.6,7266.6,0.0,2.0,130612.46,7266.6,36051.4,0993312401001,0.0
0.0,174827.43,555625.68,22184.01,7337.39,2356.98,15.0,174827.43,8632.22,75618.19,0791833272001,0.0
0.0,16689060.29,12087137.25,918074.2,-185830.7,0.0,188.0,16696340.01,-185830.7,741606.54,0791833280001,0.0
0.0,163858.26,78042.43,11050.67,10448.59,2185.11,5.0,165006.54,12292.06,74340.35,2490036590001,0.0
0.0,898741.33,899279.42,35720.02,31996.38,7419.18,7.0,898741.33,37642.8,69576.59,0791834899001,0.0
0.0,0.0,411694.34,226.68,-113.32,60.0,1.0,0.0,-113.32,113.32,0993335800001,0.0
0.0,0.0,5060.0,5000.0,0.0,0.0,5.0,0.0,0.0,0.0,0993323632001,0.0
0.0,128186.0,150711.18,18236.85,19537.56,1540.75,3.0,128186.0,22985.36,13131.68,0993338591001,0.0
0.0,450000.0,257940.58,117709.0,24590.5,3581.5,2.0,450000.0,28930.0,44355.0,0791837707001,0.0
0.0,129981.78,59715.51,800.0,-33.96,0.0,2.0,129981.78,-33.96,0.0,0791836816001,0.0
0.0,660868.0,45265.58,18177.21,1804.62,397.02,4.0,660868.0,1804.62,37699.88,2490038143001,0.0
0.0,70742.4,5620.02,4118.72,2298.79,505.73,5.0,70742.4,2298.79,14875.61,0993338990001,0.0
0.0,196267.29,38532.72,10925.6,9915.6,0.0,2.0,196267.29,9915.6,43075.48,0791837847001,0.0
0.0,19590.0,12289.16,12229.16,0.0,60.0,4.0,19590.0,2289.16,0.0,0993340332001,0.0
0.0,290266.57,208731.89,5177.0,4702.0,503.29,4.0,290266.57,4702.0,143166.94,0791837901001,0.0
0.0,9602142.34,18162958.93,427557.31,683615.4,134.94,55.0,9602142.34,804253.44,178498.37,0993344680001,0.0
0.0,21542.68,3988.21,3381.5,2757.77,606.71,4.0,21542.68,2757.77,13329.27,0791838487001,0.0
0.0,0.0,2601795.05,-8379.31,-9179.31,0.0,4.0,0.0,-9179.31,9179.31,0993351490001,0.0
